,i,contrast_0,homogeneity_0,correlation_0,dissimilarity_0,energy_0,contrast_45,homogeneity_45,correlation_45,dissimilarity_45,energy_45,contrast_90,homogeneity_90,correlation_90,dissimilarity_90,energy_90,contrast_135,homogeneity_135,correlation_135,dissimilarity_135,energy_135
0,Im019_1.tif,12.523011916342412,0.3380528221615968,0.9848880131035735,2.587214250972763,0.04337409854315932,25.564498901367188,0.2605255691996772,0.9691607392530939,3.6714324951171875,0.0372685185319731,16.69803319552529,0.3182044212357775,0.9798797607289507,2.9006110165369647,0.04169597323861193,24.41522216796875,0.2632428240542787,0.9705466830729662,3.603485107421875,0.03739020938847548
1,Im025_1.tif,10.788568428853752,0.36230539261809236,0.9871517391305157,2.3743515316205537,0.05021272199508133,23.01058717757936,0.274564577297725,0.9726174926525875,3.433702256944444,0.04273207433103605,14.763062812673708,0.33545264643270367,0.9824178938970771,2.6952164782904084,0.047627968730950536,20.852694072420636,0.2798613596806786,0.9751852716955599,3.32231212797619,0.04305083747278661
2,Im023_1.tif,10.213187013618677,0.3714837609501095,0.9871354339245845,2.3054778696498053,0.05875530250128591,19.366485595703125,0.2869197899678143,0.975629273247366,3.211669921875,0.05052003134237575,13.373920841439688,0.34665740950619917,0.9831543374612727,2.580845695525292,0.05597585676526486,20.662826538085938,0.28474296686971756,0.9739976673157417,3.2837677001953125,0.05034431364278479
3,Im021_1.tif,12.810645671206228,0.34053903510631434,0.9822107432049554,2.5992521887159534,0.04518603192313681,24.045761108398438,0.263432918849855,0.9665832678658318,3.5903778076171875,0.039007471484686376,16.448641172178988,0.3185651887481765,0.9771594526784833,2.8921297422178984,0.043345629596081105,25.185440063476562,0.2626691996183427,0.9649997396522069,3.6394195556640625,0.03882222636173307
4,Im024_1.tif,10.934931298638132,0.35990813095572843,0.9854198847111898,2.393041707198443,0.04722412550346365,23.189926147460938,0.2750789463418769,0.9690804890926482,3.4425201416015625,0.04029325302068124,15.301450024319067,0.33475218552843505,0.9795973859245087,2.7314719114785992,0.0449117947094431,22.493560791015625,0.27501002380992906,0.9700091549236186,3.425506591796875,0.04031105668003257
5,Im007_1.tif,14.239147616731517,0.3481807334222766,0.9869107286660901,2.6271279182879375,0.04614273950293197,29.047042846679688,0.27079751965482723,0.9733036687278109,3.6884307861328125,0.03994931507621186,18.679793895914397,0.33173906523258084,0.982837559859515,2.877447106031129,0.044948949238925416,28.213897705078125,0.2723190961853953,0.9740690904799276,3.6640625,0.0402432952061704
6,Im008_1.tif,12.35521035992218,0.3581933564166034,0.9893129364966835,2.4781736381322963,0.047371681026976795,25.858016967773438,0.27595289318447813,0.977645112885162,3.5275726318359375,0.040956497147970096,16.592503647859925,0.34340500135509455,0.9856576595299704,2.727018482490273,0.046016110602990296,24.684906005859375,0.2811432322906074,0.9786595106356788,3.4515380859375,0.041213552846225715
7,Im011_1.tif,12.036357003891053,0.36140608277293257,0.9878086203246254,2.4519394455252925,0.047767438394705014,25.430389404296875,0.27623606057280553,0.9742316378246577,3.52728271484375,0.04108802473821819,16.774486259727627,0.3341817602522361,0.9829911808986964,2.800720452334631,0.0454701469968981,24.4246826171875,0.2791463092841059,0.975250865052974,3.458740234375,0.04128080176007947
8,Im009_1.tif,12.191254255836574,0.3588084129155715,0.9857114293331034,2.480620744163424,0.045533527044395054,23.513076782226562,0.2751284009195051,0.9724035029487685,3.4945220947265625,0.03915133061687627,14.905490029182879,0.3350475934149959,0.982520066961129,2.7325814688715955,0.04379531482177568,23.056900024414062,0.2745432617290054,0.9729390802264425,3.4557647705078125,0.039191226156275884
9,Im010_1.tif,13.603964007782103,0.3509905620804114,0.9858158374921878,2.5935068093385216,0.041990556085836434,27.88824462890625,0.26636809767157094,0.9709214082798571,3.701568603515625,0.03600224863524101,17.14434885700389,0.3260269436190335,0.9821190726554485,2.86756748540856,0.04031135807454933,25.570449829101562,0.27016587891762756,0.9733383704892722,3.5780487060546875,0.036301688604201916
10,Im020_1.tif,10.117293895914397,0.3665862078064608,0.9881690873066354,2.3135487597276265,0.0532177540117054,20.093002319335938,0.2845483758580038,0.976503299375533,3.2395172119140625,0.045768046576559425,13.794488691634243,0.34548463917357297,0.9838418031478329,2.590512524319066,0.05049844647719289,20.736953735351562,0.28674328353642425,0.9757502653529302,3.2632598876953125,0.04583412595536763
11,Im003_1.tif,10.787086575875485,0.3660222380145016,0.9882107562343829,2.351197714007782,0.05412591015801355,21.404022216796875,0.28290648372551247,0.97661552277686,3.328155517578125,0.04650438342917029,13.944826118677046,0.33988630724487445,0.9847499216859914,2.6484071011673156,0.051577923237049295,21.015029907226562,0.28170115379968685,0.9770407272492273,3.3154144287109375,0.04664952593563616
12,Im022_1.tif,11.472610651750971,0.3635553098611278,0.9852829441478884,2.4248844844357973,0.05163706149670251,22.5467529296875,0.27624731976120426,0.971086197499519,3.432708740234375,0.044227292788735745,14.169063107976655,0.3382208338442052,0.9818063198398896,2.6775747811284054,0.04930226668560931,21.565933227539062,0.27753250593347734,0.9723439474306236,3.3712615966796875,0.044228954995251965
13,Im005_1.tif,11.840193336575872,0.3577991710457945,0.9812669500795964,2.45570890077821,0.04691024752095813,24.671493530273438,0.2722313857428128,0.9609968174426659,3.5181732177734375,0.0397845427311788,15.86235408560311,0.32807723803887917,0.974915391449918,2.7824963521400776,0.04433135755312183,23.849212646484375,0.26818132913352283,0.9622959461053288,3.515655517578125,0.03961041893279342
14,Im012_1.tif,10.47057392996109,0.3699243403080229,0.9873050063501576,2.3269394455252916,0.053051416470775624,20.237228393554688,0.28436945430043525,0.97546171927122,3.2690887451171875,0.046020601409088396,14.129894212062258,0.3424251976628855,0.9828479347477898,2.6500790369649807,0.0508190922732502,21.401641845703125,0.2851492223983596,0.9740499189797797,3.318695068359375,0.04597470865587745
15,Im014_1.tif,11.22788484922179,0.37565623158777295,0.9861380536691636,2.33719905155642,0.05313289539528172,22.335647583007812,0.28899324945600335,0.9724389143458542,3.3020782470703125,0.04556562615162991,14.494634606031129,0.3483785867244667,0.9821059354192798,2.6093294017509727,0.05049673317096176,22.3084716796875,0.28497819771680843,0.9724727259537401,3.323150634765625,0.045347136688969204
16,Im017_1.tif,10.906082806420232,0.3683910553896149,0.9857481918975696,2.3504833414396886,0.051163223350640705,22.394607543945312,0.2831020059533305,0.9707681147537057,3.3549041748046875,0.043920064666959704,14.795932636186771,0.3418596713001408,0.9806768905114721,2.6515989785992216,0.04875898968163082,22.13623046875,0.282258852104603,0.9711048144064749,3.33624267578125,0.04388367515861747
17,Im006_1.tif,9.600270549610894,0.3869376145996324,0.9869273443358666,2.1968476410505837,0.06547901856758398,19.483062744140625,0.2989961181634362,0.9735083758814159,3.133148193359375,0.056178825809523714,13.197714007782103,0.35993524920693554,0.9820268241783207,2.5112475680933852,0.062382238663464734,19.5506591796875,0.3008093797952615,0.9734161665174228,3.12481689453125,0.056506966253534206
18,Im013_1.tif,12.331119285019454,0.3608766594159045,0.9877634753237106,2.471257903696498,0.05251274615877814,24.200485229492188,0.2785731764788605,0.9760139674799511,3.4676055908203125,0.04566352796812773,15.486791707198444,0.3428247577274535,0.9846436553501813,2.703352991245136,0.050791242826389756,24.385238647460938,0.27925619130634377,0.9758310613010727,3.4756317138671875,0.04554889108095619
19,Im004_1.tif,11.924914883268482,0.3565431048893207,0.9843838368059797,2.477079280155642,0.04937792118031977,24.446441650390625,0.2763345968075661,0.9680212166348046,3.4678955078125,0.042662242601212215,15.216318093385214,0.34009318734969146,0.980092204326959,2.655125243190662,0.047964341810669164,22.672637939453125,0.2805547946648999,0.9703419415330669,3.368194580078125,0.043051059685223686
20,Im015_1.tif,8.77241913910506,0.37808953927015654,0.987896891325301,2.1662056177042803,0.0576414323745841,19.534210205078125,0.2912345385610119,0.9730867370021188,3.15704345703125,0.04951601070972768,13.81584387159533,0.3483930256788782,0.9809408966286378,2.5634119649805447,0.054806617887904634,19.14794921875,0.2867512001583563,0.9736190878632931,3.155731201171875,0.04948419529161322
21,Im018_1.tif,12.392692120622568,0.35103616540108434,0.9818305561964676,2.5168105544747084,0.04823629666913481,23.8388671875,0.2714488148550032,0.9650492592684105,3.520904541015625,0.04153841491403928,15.18535688229572,0.33266324570267736,0.9777269660578704,2.763785870622568,0.04638857385567544,22.914794921875,0.2746971866685692,0.9664040191643605,3.4588623046875,0.041678074427443354
22,Im016_1.tif,10.754240637159533,0.3787360401933937,0.985441328549059,2.310904061284047,0.06113413665032336,21.01324462890625,0.2929795645508031,0.9715786674129859,3.242584228515625,0.05284010918819118,13.471227504863812,0.35233450036784214,0.9817647724649653,2.553760335603113,0.05857806056409881,20.653518676757812,0.29226644688746634,0.9720657233383033,3.2281341552734375,0.052949470037837065
